School Name,Full-time Faculty Rate (%),Faculty Average Salary,Student Enrollment Size,Attendance Cost,CompletionRate150,Admission Rate (%),RetentionRate,SAT Average,x0_Private ForProfit,x0_Private NonProfit,x0_Public
Shenandoah University,59.440000000000005,97596.0,2152.0,47850.0,60.67,74.38,81.91000000000001,1123.0,0.0,1.0,0.0
Middlebury Institute of International Studies at Monterey,81.91000000000001,117144.0,13.0,23544.758541026902,54.12485371303154,70.43616756375705,71.5497366841335,1132.1173913230261,0.0,1.0,0.0
Johnson & Wales University-Providence,100.0,116448.0,5090.0,51167.0,64.09,86.50999999999999,70.43,1264.3414451306364,0.0,1.0,0.0
Saint Norbert College,86.79,100992.0,1859.0,51383.0,72.57000000000001,84.25,82.09,1211.0,0.0,1.0,0.0
Mississippi Valley State University,74.36,70332.0,1376.0,20315.0,27.39,82.72,62.260000000000005,945.0,0.0,0.0,1.0
Metropolitan State University,26.62,117012.0,6155.0,22819.0,45.9,61.89,66.42,1044.136066394884,0.0,0.0,1.0
Central Penn College,42.86,63564.0,924.0,27042.0,47.42,82.85,50.0,988.764999012524,1.0,0.0,0.0
Graceland University-Lamoni,89.03999999999999,76116.0,915.0,43960.0,40.86,68.07,78.24,1043.0,0.0,1.0,0.0
LIM College,6.4,75324.0,1345.0,47961.0,53.09,84.05,63.16,1094.7794659172318,1.0,0.0,0.0
Columbia College Hollywood,15.53,74676.0,760.0,35331.0,58.24,66.42452575316847,50.64999999999999,1027.1269218931586,0.0,1.0,0.0
Marywood University,45.33,90060.0,1755.0,49609.0,71.2,82.03,82.78,1102.0,0.0,1.0,0.0
Chamberlain University-Indiana,11.11,97488.0,275.0,26763.0,0.0,52.94,50.0,1103.8932000340274,1.0,0.0,0.0
Southwestern Assemblies of God University,49.24,75564.0,1591.0,34268.0,48.85,88.75999999999999,71.52,1012.0,0.0,1.0,0.0
Trine University-Regional/Non-Traditional Campuses,50.0,97008.0,255.0,25478.67007155951,33.33,38.89,60.42346183735387,1089.865140299028,0.0,1.0,0.0
Baptist Bible College,29.03,58476.0,202.0,24641.0,36.84,65.35204528053468,64.29,992.5147751576857,0.0,1.0,0.0
Pacific Oaks College,9.84,74976.0,496.0,36306.891991179684,37.521705605289796,26.67,61.89423656079826,1013.7642051668588,0.0,1.0,0.0
Manchester University,90.6,95736.0,1082.0,45489.0,55.67999999999999,70.38,71.3,1114.702005393175,0.0,1.0,0.0
Kentucky Christian University,27.84,57300.0,514.0,34496.0,31.41,28.29,59.53000000000001,970.0,0.0,1.0,0.0
Anderson University,100.0,81828.0,2824.0,44481.0,57.17,59.2,84.35000000000001,1097.8348234938214,0.0,1.0,0.0
Dallas Christian College,42.86,55440.0,192.0,33724.0,21.57,23.630000000000003,35.29,1047.6337957955889,0.0,1.0,0.0
University of North Dakota,90.4,107616.0,9219.0,23119.0,61.11,86.75,81.39,1163.0,0.0,0.0,1.0
Northern Kentucky University,97.19,93444.0,9604.0,17869.0,46.64,87.03,74.56,1144.0,0.0,0.0,1.0
University at Buffalo,65.45,127968.0,22059.0,26958.0,75.11,66.95,86.94,1230.0,0.0,0.0,1.0
Central Yeshiva Tomchei Tmimim Lubavitz,68.75,42984.0,513.0,23867.0,16.470000000000002,95.24,65.25999999999999,994.9228278107901,0.0,1.0,0.0
Inter American University of Puerto Rico-Bayamon,100.0,67320.0,4016.0,13670.0,32.28,48.04,70.75,1101.9005159896562,0.0,1.0,0.0
Great Lakes Christian College,100.0,42420.0,159.0,26764.0,14.29,78.09544562684019,52.63,992.399510556234,0.0,1.0,0.0
Montclair State University,37.75,129744.0,16262.0,26067.0,67.95,82.66,82.8,1192.8024051210873,0.0,0.0,1.0
Gustavus Adolphus College,83.77,90804.0,2230.0,59205.0,78.3,70.61,87.85,1185.6827815842128,0.0,1.0,0.0
Providence College,63.8,133068.0,4242.0,69407.0,85.03,53.86,92.02,1301.0,0.0,1.0,0.0
Pontifical Catholic University of Puerto Rico-Arecibo,57.97,49572.0,404.0,14892.0,44.05,97.99,76.6,1035.4668281869701,0.0,1.0,0.0
Union University,60.34,89004.0,1959.0,54324.0,65.86,57.53,86.92,1242.0,0.0,1.0,0.0
Appalachian Bible College,56.41,34656.0,163.0,26291.0,44.12,48.74,82.14,1023.0,0.0,1.0,0.0
Bastyr University,34.25,81012.0,94.0,28271.147616286504,60.24695245857422,68.51714773646088,65.61513573170154,1095.9137485939577,0.0,1.0,0.0
Nova Southeastern University,39.4,123504.0,6254.0,50429.0,62.3,76.24,80.2,1145.0,0.0,1.0,0.0
Sam Houston State University,80.15,95016.0,18811.0,22885.0,57.78,92.5,78.9,1051.0,0.0,0.0,1.0
Inter American University of Puerto Rico-San German,100.0,71904.0,3090.0,14069.0,43.61,44.58,79.51,1040.5782046002025,0.0,1.0,0.0
Elizabeth City State University,74.32,92568.0,1784.0,12754.0,43.14,74.83,75.59,929.0,0.0,0.0,1.0
Pittsburg State University,67.5,89844.0,4566.0,18657.0,52.64,90.68,73.92999999999999,1072.9673323643965,0.0,0.0,1.0
Whitman College,90.15,117120.0,1339.0,69532.0,85.75,54.13,72.0,1360.0,0.0,1.0,0.0
California State University-Fresno,56.06,114540.0,22334.0,17683.0,57.54,90.11,86.79,996.0,0.0,0.0,1.0
Lourdes University,42.34,60048.0,943.0,37498.0,43.42,77.82,67.16,1019.0,0.0,1.0,0.0
University of Idaho,88.77000000000001,114996.0,6837.0,21525.0,59.47,74.44,76.75,1116.0,0.0,0.0,1.0
Central Christian College of Kansas,25.0,45096.0,561.0,30742.0,22.99,68.03778502835232,64.29,1019.2504838740492,0.0,1.0,0.0
Linfield University-School of Nursing,95.83,94980.0,340.0,30627.309957728416,30.370748505291616,64.11021847836696,59.75242624171051,1140.5761327108407,0.0,1.0,0.0
D'Youville College,71.03,96360.0,1431.0,38790.0,59.59,83.07,73.15,1064.0,0.0,1.0,0.0
Loyola University Chicago,49.73,130356.0,11531.0,60717.0,76.05,70.54,84.89999999999999,1261.0,0.0,1.0,0.0
Cumberland University,44.5,68712.0,1947.0,38392.0,53.93,53.76,66.22,1072.6581133111044,0.0,1.0,0.0
Grace College and Theological Seminary,100.0,85524.0,1381.0,36725.0,68.17,74.65,76.44,1134.0,0.0,1.0,0.0
Elon University,78.19,112812.0,6291.0,52587.0,82.77,71.7,89.63,1258.0,0.0,1.0,0.0
Eastern Illinois University,76.81,103332.0,4698.0,24125.0,50.8,55.54,73.71,1058.0,0.0,0.0,1.0
Phillips School of Nursing at Mount Sinai Beth Israel,11.54,114828.0,254.0,28010.22813589952,100.0,66.69624692208569,61.82749164328957,1196.1527291996665,0.0,1.0,0.0
Emerson College,37.12,122064.0,3702.0,72119.0,78.53,41.05,80.32000000000001,1302.0,0.0,1.0,0.0
Northern Vermont University,100.0,84564.0,1555.0,25051.0,44.080000000000005,75.77000000000001,53.790000000000006,1083.088466569076,0.0,0.0,1.0
Montreat College,19.29,67404.0,823.0,40841.0,33.98,71.2,68.26,1047.0,0.0,1.0,0.0
Samuel Merritt University,51.870000000000005,132912.0,692.0,31083.836671001176,40.65766913367915,57.46101263169188,59.80050555705951,1331.3630386255102,0.0,1.0,0.0
Antioch University-Los Angeles,22.652650340945083,76200.0,148.0,25242.45527747158,49.34734843645598,71.46496206656255,61.818361080509646,1039.397632906878,0.0,1.0,0.0
Mills College,48.19,121320.0,603.0,48360.0,65.24,91.14,62.3,1180.0,0.0,1.0,0.0
Midway University,26.450000000000003,82728.0,1156.0,41077.0,51.35,73.06,67.35,1084.0,0.0,1.0,0.0
Macalester College,82.78999999999999,131520.0,2049.0,71053.0,92.59,38.690000000000005,90.03999999999999,1390.0,0.0,1.0,0.0
Colegio Universitario de San Juan,100.0,41868.0,840.0,5663.0,24.55,87.5,57.58,1013.0916455594864,0.0,0.0,1.0
Epic Bible College & Graduate School,37.93,25176.0,117.0,23688.284671257123,20.0,75.89447181562083,69.19451898256294,1026.1976336801356,0.0,1.0,0.0
Colorado State University-Fort Collins,72.43,125100.0,23332.0,27513.0,70.21,83.52000000000001,84.99,1199.0,0.0,0.0,1.0
Art Center College of Design,26.61,96108.0,1907.0,66046.0,71.43,76.09,77.99000000000001,1192.6679753028052,0.0,1.0,0.0
University of Bridgeport,30.82,95220.0,2338.0,53853.0,39.59,70.95,67.66,1026.0,0.0,1.0,0.0
City University of Seattle,9.92,81600.0,855.0,43476.224869158694,52.11708811441013,72.79309353921872,72.53893599659781,1126.4484831632515,0.0,1.0,0.0
University of Miami,80.99,154248.0,11221.0,69563.0,82.89,33.09,90.6,1354.0,0.0,1.0,0.0
University of Notre Dame,89.58,175344.0,8854.0,74172.0,96.51,18.99,96.87,1489.0,0.0,1.0,0.0
Pillar College,18.87,77472.0,281.0,35425.0,25.0,75.55660111940965,50.0,1017.655354519617,0.0,1.0,0.0
Pace University,100.0,149124.0,7710.0,63709.0,58.51,82.87,73.42,1163.0,0.0,1.0,0.0
North Carolina A & T State University,64.0,104940.0,10798.0,18348.0,52.080000000000005,56.71000000000001,79.63,1041.0,0.0,0.0,1.0
South University-West Palm Beach,42.03,78744.0,415.0,28179.0,11.54,80.45287943967728,25.0,1008.7647344655013,1.0,0.0,0.0
Stillman College,72.88,63600.0,699.0,27665.0,21.51,55.53,56.28,998.970901795222,0.0,1.0,0.0
Notre Dame of Maryland University,52.85,83076.0,751.0,52667.0,48.6,62.29,65.12,1132.77352209759,0.0,1.0,0.0
Young Harris College,51.18000000000001,66696.0,923.0,44203.0,43.75,65.03,60.0,1065.0,0.0,1.0,0.0
Finlandia University,100.0,59532.0,379.0,34832.0,25.71,83.0,45.68,1077.040574774579,0.0,1.0,0.0
Gardner-Webb University,96.7,81564.0,2059.0,45333.0,56.07,77.95,68.33,1074.0,0.0,1.0,0.0
American Public University System,19.34,69780.0,38546.0,16569.0,48.48,72.82525077322043,97.73,1079.4769222873042,1.0,0.0,0.0
Central Methodist University-College of Liberal Arts and Sciences,100.0,78048.0,1141.0,42630.0,44.41,95.34,70.13000000000001,1056.0,0.0,1.0,0.0
University of Massachusetts-Boston,63.1,135888.0,12213.0,28910.0,49.44,79.67999999999999,75.99000000000001,1198.8374629495695,0.0,0.0,1.0
Wright State University-Lake Campus,65.85,117072.0,1364.0,15648.0,36.89,99.61,65.47,1085.0,0.0,0.0,1.0
Northwestern Oklahoma State University,61.63999999999999,79044.0,1488.0,17928.0,25.81,70.26,61.7,1021.0,0.0,0.0,1.0
Indiana University-East,43.21,82356.0,2977.0,16144.0,44.5,67.32000000000001,66.91,1043.0,0.0,0.0,1.0
Shepherd University,62.760000000000005,86160.0,2479.0,17759.0,45.58,97.7,73.1,983.2805336266067,0.0,0.0,1.0
University of North Georgia,75.17,84468.0,17341.0,16816.0,39.41,81.45,77.53999999999999,1097.0,0.0,0.0,1.0
California State University-San Marcos,48.1,120144.0,15016.0,22531.0,56.98,79.42,83.58,1039.0,0.0,0.0,1.0
Hawaii Pacific University,51.83,102300.0,2652.0,47698.0,46.37,81.39999999999999,65.55,1067.0,0.0,1.0,0.0
Rust College,91.84,47988.0,623.0,16700.0,19.7,29.47,56.06,1031.952609499005,0.0,1.0,0.0
Ursuline College,40.82,75876.0,639.0,44600.0,35.870000000000005,80.78999999999999,75.0,1067.0,0.0,1.0,0.0
The King's College,100.0,120228.0,432.0,58695.0,50.35,39.48,62.6,1265.0,0.0,1.0,0.0
Drexel University,55.2,138636.0,14492.0,69397.0,70.82000000000001,77.19,88.07000000000001,1287.0,0.0,1.0,0.0
Calvin University,99.12,104556.0,3096.0,50191.0,75.42,73.21,87.0,1229.0,0.0,1.0,0.0
University of Wisconsin-La Crosse,85.5,90804.0,9375.0,17514.0,70.93,75.14999999999999,85.96000000000001,1185.0,0.0,0.0,1.0
Thomas College,47.95,84048.0,757.0,40911.0,50.45,66.02293678622459,75.24,1057.262580860764,0.0,1.0,0.0
Emmanuel College,54.97,99924.0,1785.0,58787.0,61.63999999999999,75.52,73.88,1202.0,0.0,1.0,0.0
Bryant University,60.71,176088.0,3275.0,62855.0,82.39999999999999,75.79,88.75,1211.0,0.0,1.0,0.0
Florida Atlantic University,72.2,119652.0,24396.0,21761.0,55.92,74.78,81.67999999999999,1147.0,0.0,0.0,1.0
Marquette University,60.46,119604.0,7828.0,59725.0,83.56,82.49,88.25,1285.0,0.0,1.0,0.0
Defiance College,57.58,71064.0,541.0,46420.0,45.49,54.92,60.0,1005.0,0.0,1.0,0.0
American University,56.68,144396.0,7510.0,66416.0,79.11,38.65,84.77,1328.0,0.0,1.0,0.0
Talmudical Seminary Oholei Torah,76.47,61956.0,331.0,22246.0,10.91,83.93,82.0,968.5858844417382,0.0,1.0,0.0
Widener University,40.75,108684.0,2866.0,62831.0,65.35,74.58,80.74,1126.0,0.0,1.0,0.0
Bethany Lutheran College,54.55,86616.0,632.0,38528.0,61.7,64.51,87.08,1033.722701815707,0.0,1.0,0.0
Adams State University,43.44,76176.0,1612.0,22317.0,32.14,99.88,59.29,1004.0,0.0,0.0,1.0
College of Saint Benedict,87.42,102876.0,1662.0,60788.0,85.06,84.00999999999999,89.27000000000001,1201.0,0.0,1.0,0.0
Limestone University,100.0,62640.0,1817.0,42137.0,32.76,68.28999999999999,61.66,1089.0,0.0,1.0,0.0
Golden Gate University,100.0,115932.0,586.0,37383.976080376626,43.85952492083097,69.60345010624415,62.67696473436291,1176.8900944670904,0.0,1.0,0.0
Galen College of Nursing-Louisville,46.57,73344.0,2848.0,37410.59369002332,51.790000000000006,59.834901972619484,14.81,1067.3358326771481,1.0,0.0,0.0
Dallas Baptist University,100.0,97812.0,2736.0,42855.0,55.69,98.58,75.58,1117.0,0.0,1.0,0.0
Hodges University,15.909999999999998,75336.0,593.0,25637.0,28.04,59.10758196386944,50.0,1047.6714855626076,0.0,1.0,0.0
Lindsey Wilson College,58.46,70536.0,1905.0,38208.0,39.84,68.16647108089629,68.14,1077.7226584417658,0.0,1.0,0.0
Research College of Nursing,97.3,90972.0,269.0,24279.81013006393,29.689129243153968,68.87406618591736,61.55821235191404,1181.0640542847966,1.0,0.0,0.0
Palm Beach Atlantic University,100.0,97320.0,2370.0,49839.0,56.7,91.71,73.44000000000001,1127.0,0.0,1.0,0.0
Moravian University,100.0,93396.0,1951.0,59553.0,69.45,80.10000000000001,82.67,1157.9523292075148,0.0,1.0,0.0
Bloomfield College,100.0,117120.0,1530.0,43493.0,33.33,84.65,64.25,889.0,0.0,1.0,0.0
Bethany College,100.0,65448.0,742.0,49294.0,34.04,68.32000000000001,49.8,1035.0,0.0,1.0,0.0
Brewton-Parker College,100.0,61656.0,556.0,31902.0,15.45,98.14,46.35,1072.992304283572,0.0,1.0,0.0
South University-Richmond,40.3,78060.0,289.0,31674.0,18.75,58.228938901373084,75.0,988.9964907454306,1.0,0.0,0.0
Carroll University,36.23,94068.0,2878.0,45227.0,70.15,71.77,82.47,1165.0,0.0,1.0,0.0
St. Andrews University,61.73,57444.0,862.0,44686.0,32.68,60.86,52.88,1031.566284759168,0.0,1.0,0.0
New York School of Interior Design,4.55,120346.44138888655,401.0,53522.0,61.53999999999999,67.25,66.67,1152.9030272494706,0.0,1.0,0.0
Cedarville University,69.03,95376.0,3566.0,42318.0,73.76,59.330000000000005,87.51,1251.0,0.0,1.0,0.0
Loyola University New Orleans,60.36,101556.0,3144.0,54417.0,58.88,72.39,82.85,1160.0,0.0,1.0,0.0
Hope International University,16.02,64020.0,657.0,46231.0,48.81,38.29,85.32,1029.0,0.0,1.0,0.0
Fort Lewis College,98.44,87444.0,3205.0,23881.0,42.21,91.51,68.10000000000001,1037.0,0.0,0.0,1.0
University of Memphis,69.45,104460.0,15444.0,24139.0,51.54,85.2,79.52,1132.0,0.0,0.0,1.0
St. Thomas University,100.0,108300.0,1636.0,46539.0,34.57,59.62,48.71,1004.0,0.0,1.0,0.0
Oregon Health & Science University,63.74,125724.0,809.0,30482.307751199183,40.62102894478899,70.19984011754873,59.14338476780991,1113.5006958099248,0.0,0.0,1.0
Cornerstone University,100.0,75336.0,1399.0,35814.0,65.31,86.97,85.61,1067.0,0.0,1.0,0.0
The University of Tennessee Southern,100.0,68292.0,709.0,40576.0,32.14,98.34,57.08,1047.0,0.0,1.0,0.0
Montana Technological University,75.0,95808.0,1418.0,21124.0,57.49,97.27,80.15,1192.0,0.0,0.0,1.0
DeVry University-Virginia,9.68,100164.0,118.0,32209.0,25.0,66.67,66.67,1122.333199597387,1.0,0.0,0.0
Charter Oak State College,0.0,102697.78328527926,1471.0,16369.0,27.707273157627743,88.33453421230953,50.0,952.6798393520974,0.0,0.0,1.0
Middlebury College,89.67,144600.0,2571.0,74248.0,93.62,22.040000000000003,88.75999999999999,1444.0,0.0,1.0,0.0
Webber International University,50.0,58416.0,735.0,42702.0,39.73,37.78,49.48,951.0,0.0,1.0,0.0
Moody Bible Institute,30.36,100044.0,2134.0,29460.0,62.470000000000006,97.51,82.28999999999999,1107.929440882696,0.0,1.0,0.0
Frostburg State University,71.35000000000001,88980.0,3749.0,24650.0,52.77,73.61,74.42,1024.0,0.0,0.0,1.0
Minnesota State University Moorhead,65.45,112476.0,4207.0,22525.0,54.86,66.05,70.47,1106.0,0.0,0.0,1.0
Swarthmore College,91.27,159588.0,1435.0,73932.0,97.29,9.06,86.33,1467.0,0.0,1.0,0.0
Bradley University,66.02,109608.0,4570.0,48295.0,75.5,73.28,86.45,1196.0,0.0,1.0,0.0
University of Maryland Eastern Shore,71.96000000000001,104472.0,2023.0,24348.0,40.61,62.03,72.83,927.0,0.0,0.0,1.0
Northwestern State University of Louisiana,59.47,77820.0,8181.0,22940.0,47.49,94.85,75.59,1050.0,0.0,0.0,1.0
Bates College,89.59,133584.0,1876.0,73538.0,92.46,14.099999999999998,89.75999999999999,1351.2021502243692,0.0,1.0,0.0
Livingstone College,86.11,65304.0,845.0,28312.0,27.81,68.95,46.51,847.0,0.0,1.0,0.0
SUNY Maritime College,73.33,89676.0,1508.0,26864.0,72.21,72.71,78.49000000000001,1153.0,0.0,0.0,1.0
Luther College,76.62,92028.0,1794.0,57885.0,76.74,64.29,77.42,1229.0,0.0,1.0,0.0
College of the Ozarks,70.12,91572.0,1486.0,30764.0,60.08,14.28,80.24,1156.0,0.0,1.0,0.0
DeVry University-Florida,12.24,102288.0,515.0,37295.0,23.4,39.53,63.63999999999999,1083.4828687395436,1.0,0.0,0.0
University of North Carolina at Charlotte,71.44,118632.0,23852.0,23478.0,65.18,79.53,84.72,1200.0,0.0,0.0,1.0
Guilford College,56.95,74844.0,1262.0,53479.0,48.72,78.01,72.11,1059.0,0.0,1.0,0.0
Tulane University of Louisiana,66.89,145020.0,8537.0,75628.0,85.77,11.11,91.98,1427.0,0.0,1.0,0.0
University of Akron Main Campus,45.15,123312.0,12095.0,24604.0,48.19,73.04,75.09,1118.0,0.0,0.0,1.0
University of Wisconsin-Green Bay,69.92,82908.0,6657.0,17509.0,56.61000000000001,89.82,74.36,1085.0,0.0,0.0,1.0
Western Washington University,69.25,123324.0,14121.0,24465.0,67.54,93.51,79.08,1184.0,0.0,0.0,1.0
Bennington College,48.8,119052.0,632.0,75972.0,71.2,59.99,80.35,1316.7807405854305,0.0,1.0,0.0
Birmingham-Southern College,77.7,83532.0,1129.0,32514.0,70.94,60.45,79.52,1202.0,0.0,1.0,0.0
Niagara University,100.0,110736.0,2719.0,47384.0,77.36,92.41,80.47999999999999,1118.0,0.0,1.0,0.0
Bethel University,100.0,40860.0,2461.0,30992.0,34.910000000000004,76.12,61.27,998.0,0.0,1.0,0.0
University of the Incarnate Word,49.64,101748.0,4856.0,45532.0,56.31,96.56,74.95,1046.0,0.0,1.0,0.0
Dewey University-Hato Rey,100.0,22212.0,363.0,11278.0,78.53,90.41147537914546,61.11,1007.8414873779743,0.0,1.0,0.0
Missouri Baptist University,25.37,73740.0,1589.0,40548.0,35.29,64.84,69.47,1047.0,0.0,1.0,0.0
Webster University,100.0,105276.0,2535.0,44260.0,55.14,53.12,77.0,1170.0,0.0,1.0,0.0
Southwestern Christian University,36.76,55512.0,452.0,28315.0,30.33,80.76719201893833,54.05,1077.4310044786023,0.0,1.0,0.0
Rochester Institute of Technology,71.55,126612.0,12489.0,61063.0,71.44,73.86,86.41,1341.0,0.0,1.0,0.0
Bay Path University,21.27,86760.0,1689.0,48102.0,59.69,78.31,69.6,1074.0,0.0,1.0,0.0
Northpoint Bible College,11.39,57372.0,255.0,29554.0,44.440000000000005,65.9201034472829,35.709999999999994,1005.6373566798462,0.0,1.0,0.0
North Carolina State University at Raleigh,87.48,133152.0,24671.0,24202.0,83.89999999999999,46.22,93.57,1343.0,0.0,0.0,1.0
Northwest College of Art & Design,47.92381182020123,73300.75934432556,101.0,26056.0,40.0,84.27,73.91,1009.1084320838883,1.0,0.0,0.0
Southeast Missouri State University,100.0,86496.0,7659.0,20872.0,50.73,93.33,80.0,1126.674694627599,0.0,0.0,1.0
University of Mississippi,85.2,112524.0,16083.0,25562.0,66.67999999999999,88.02,85.72999999999999,1220.0,0.0,0.0,1.0
Wayland Baptist University,100.0,63672.0,2803.0,35240.0,24.56,81.44,37.61,1014.0,0.0,1.0,0.0
Regis University,40.62,88080.0,3071.0,51593.0,67.08,78.2,72.97,1143.0,0.0,1.0,0.0
Mount Holyoke College,91.77,130380.0,1912.0,69578.0,84.15,52.470000000000006,81.25,1367.0,0.0,1.0,0.0
Grand View University,41.98,80928.0,1660.0,39864.0,55.56,97.02,68.60000000000001,1059.0,0.0,1.0,0.0
Embry-Riddle Aeronautical University-Worldwide,28.360000000000003,87444.0,10070.0,24124.0,23.47,62.72,57.89,1091.08537222675,0.0,1.0,0.0
Georgia Gwinnett College,79.21000000000001,85632.0,11013.0,18387.0,17.75,94.51,62.98,1123.303621503651,0.0,0.0,1.0
University of Northern Iowa,79.75,100884.0,8204.0,21047.0,63.56,78.88,85.55,1149.0,0.0,0.0,1.0
DeVry University-Texas,24.62,94668.0,234.0,33151.0,5.88,50.0,57.14,1162.1380406086996,1.0,0.0,0.0
Holy Family University,21.35,87696.0,2098.0,37020.0,57.2,77.7,82.56,979.0,0.0,1.0,0.0
West Texas A & M University,79.86,95580.0,7326.0,20456.0,44.29,58.25,81.99,1046.0,0.0,0.0,1.0
Caribbean University-Carolina,42.65467353648858,26004.0,188.0,9432.0,33.33,92.28880677034566,57.14,1007.7013133399628,0.0,1.0,0.0
Hampden-Sydney College,90.99,98652.0,881.0,63310.0,71.03,47.010000000000005,78.51,1142.0,0.0,1.0,0.0
University of Dubuque,100.0,82836.0,1778.0,47188.0,45.7,78.63,66.41,1010.0,0.0,1.0,0.0
University of Pittsburgh-Bradford,74.47,90744.0,1297.0,28132.0,43.15,79.19,72.56,1055.0,0.0,0.0,1.0
California State Polytechnic University-Pomona,47.31,128124.0,27862.0,22365.0,67.4,64.81,87.03999999999999,1134.0,0.0,0.0,1.0
Davis & Elkins College,55.56,68304.0,702.0,42233.0,47.85,69.05,69.31,1069.640120007727,0.0,1.0,0.0
West Chester University of Pennsylvania,70.55,119172.0,14437.0,26114.0,75.42,86.25,85.0,1100.0,0.0,0.0,1.0
Belmont Abbey College,60.9,64128.0,1429.0,31943.0,46.05,80.10000000000001,70.11,1085.0,0.0,1.0,0.0
Goldey-Beacom College,28.09,101208.0,676.0,39197.0,51.24999999999999,55.21,76.28,1111.665106393664,0.0,1.0,0.0
University of Nebraska-Lincoln,85.3,131352.0,20128.0,24400.0,65.97,77.74,85.02,1220.0,0.0,0.0,1.0
Colorado College,86.05000000000001,136188.0,2023.0,74760.0,87.98,13.6,86.17,1378.643751904771,0.0,1.0,0.0
Occidental College,74.25,134748.0,1835.0,76600.0,83.64,40.9,81.85,1378.0,0.0,1.0,0.0
University of Arizona,77.84,123660.0,34659.0,27461.0,64.89,85.13,85.47,1220.0,0.0,0.0,1.0
Massachusetts College of Liberal Arts,65.47,108312.0,1036.0,24458.0,52.99,87.68,71.58,1066.0,0.0,0.0,1.0
Queens University of Charlotte,48.06,84612.0,1637.0,49480.0,57.49,68.43,79.03999999999999,1150.0,0.0,1.0,0.0
Randall University,44.74,49512.0,282.0,27838.0,54.55,38.82,70.37,1057.0,0.0,1.0,0.0
James Madison University,84.88,110952.0,19550.0,27996.0,82.28,80.49,89.2,1207.0,0.0,0.0,1.0
Lenoir-Rhyne University,100.0,86388.0,1659.0,50232.0,45.38,76.62,72.85000000000001,1091.8512277077893,0.0,1.0,0.0
Minnesota State University-Mankato,69.38,117480.0,11840.0,20858.0,50.970000000000006,67.25999999999999,78.97999999999999,1105.0,0.0,0.0,1.0
Saint Vincent College,99.09,92676.0,1432.0,50140.0,73.5,72.11999999999999,83.24000000000001,1090.0,0.0,1.0,0.0
Wayne State University,60.19,133476.0,17164.0,24541.0,51.89,69.01,81.66,1112.0,0.0,0.0,1.0
National University,8.43,123480.0,7864.0,26208.0,46.67,89.36,45.45,1045.087005829037,0.0,1.0,0.0
Russell Sage College,86.47,75132.0,1235.0,46287.0,61.84,74.31,77.35,1073.3805893286174,0.0,1.0,0.0
Newberry College,100.0,73344.0,1251.0,42320.0,52.01,56.59,67.06,989.0,0.0,1.0,0.0
Virginia Military Institute,100.0,84648.0,1698.0,32420.0,85.39999999999999,59.88,80.31,1180.0,0.0,0.0,1.0
Butler University,100.0,111552.0,4404.0,61623.0,82.35,75.69,86.2,1265.0,0.0,1.0,0.0
Central Connecticut State University,48.51,118320.0,8402.0,22518.0,52.07000000000001,64.85,78.23,1062.0,0.0,0.0,1.0
Northeastern University Professional Programs,11.0,101088.0,2004.0,47712.11802720342,58.92067739276012,79.72874337431489,75.24710820629782,1129.8437507755682,0.0,1.0,0.0
Marymount University,45.79,101064.0,2011.0,47495.0,53.71,85.26,71.1,1089.0,0.0,1.0,0.0
Caribbean University-Bayamon,21.65,27408.0,636.0,9136.0,25.09,94.18006780049441,73.97,1007.6415837510037,0.0,1.0,0.0
University of Rochester,93.46,154212.0,6299.0,75190.0,85.82,35.43,92.06,1429.0,0.0,1.0,0.0
Saint Francis Medical Center College of Nursing,78.0,86268.0,283.0,22148.674176873697,26.29781283307154,70.01973349682437,60.36504027905825,1101.2582562947478,0.0,1.0,0.0
University of Dallas,65.9,98592.0,1445.0,58050.0,69.3,53.78,80.63,1251.0,0.0,1.0,0.0
Sweet Briar College,80.43,85320.0,356.0,38835.0,31.82,75.94999999999999,78.64,1100.0,0.0,1.0,0.0
National University of Health Sciences,100.0,64668.0,32.0,22295.020925958564,59.3099878755041,70.4831308002266,75.21751996902063,1047.4351495142907,0.0,1.0,0.0
University of Phoenix-California,3.43,250836.0,2363.0,18184.0,24.81,57.581515740814844,33.33,1432.3739846065419,1.0,0.0,0.0
Mid-Atlantic Christian University,82.35,59748.0,150.0,30542.0,38.3,43.120000000000005,47.92,1004.0,0.0,1.0,0.0
Auburn University at Montgomery,70.87,92748.0,4301.0,20225.0,30.4,95.55,69.72,1061.0,0.0,0.0,1.0
Prescott College,25.790000000000003,65076.0,413.0,43649.0,48.78,98.42,58.81999999999999,1141.0,0.0,1.0,0.0
Wesley College,100.0,84864.0,790.0,40704.0,32.23,58.59,48.97,933.0,0.0,1.0,0.0
Dakota State University,77.62,99084.0,2031.0,22365.0,48.51,83.57,71.43,1131.0,0.0,0.0,1.0
Harvard University,86.96000000000001,253716.0,6099.0,75914.0,97.63,5.01,75.67,1520.0,0.0,1.0,0.0
Clarion University of Pennsylvania,76.17,114228.0,3459.0,26294.0,52.790000000000006,94.23,77.23,1116.9006954071226,0.0,0.0,1.0
Barton College,95.65,71496.0,1041.0,46539.0,51.89,42.44,70.44,1030.0,0.0,1.0,0.0
Unity College,28.48,66096.0,1188.0,42474.0,46.52,99.77,41.620000000000005,1079.5524076760212,0.0,1.0,0.0
